video_id,video_timestamp,video_duration,video_locationcreated,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,poi_name,poi_address,poi_city
7641250733228084487,2026-05-18T15:15:30,11,PE,309,316,5,20100,Disponible al 973-214-057 ✨ #yanbalperu #cremaparamanos #parati #cremas #zxcvb ,True,"@maritza_yanbal1;CREMA PARA MANOS;UÑA DE GATO;94%;Percibió sus manos
con aspecto saludable 
desde el primer uso.;> Reaplícala durante
el día.
;> Manos hasta 2 veces
más hidratadas.",lilianamonteiro_o,lilianamonteiro_o,3226,18,276200,467,4230,False,,,
7530356336140291333,2025-07-23T19:08:38,22,PE,704,552,19,27600,Rutina Perfect para una limpieza e hidratación profunda ✨🫶 #spamanosyanbal #fiestaspatrias #yanbalperu #uñadegato ,False,"Para tus Manitas;LA RUTINA PERFECTA;@angelicadiazdirecyanbal;Paso 1: Exfoliante 🥰;Extracto 100% Natural de Uña de Gato;Remueve suavemente las células
muertas y prepara la piel para
la hidratación ;Paso 2: Crema Hidratante 🥰;Hidratación y reparador que actúa
contra descamaciones, asperezas
y opacidad.;- Extracto 100%
Natural de Uña de Gato

- Producto Vegano 🌱 ;🍃",angelicadiaz.05,angelicadiaz.05,11300,75,189300,1019,1460,False,,,
