video_id,video_timestamp,video_duration,video_locationcreated,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,poi_name,poi_address,poi_city
7555972057922686215,2025-09-30T19:50:48,38,PE,158,136,5,8357,"BB Lips de Yanbal 💋 👉 Hidrata + Repara profundamente.  👉 Protege con SPF 20 ☀️ 👉 Realza tu tono natural gracias a su color que se adapta al pH de tu piel 🌸 👉 Deja tus labios más lisos, rejuvenecidos y con volumen 😍 . . . #bblips #labios #cuidadopersonal ",False,Bálsamo Hidratante para Labios ;BB Lips 💋;BB Lips de Yanbal 💋,perfumeriaaromasymas,perfumeriaaromasymas,2029,1,37500,425,58,False,,,
7592357958852332818,2026-01-06T21:06:35,10,PE,21600,4346,311,3500000,"Tus labios se sentirán suaves, voluminosos y rejuvenecidos gracias a sus péptidos antiedad 😌. #yanbal #bblips #bálsamo #protectorsolar #sunscreen ",True,"¿Proteges tu rostro
pero no tus labios?;BB Lips;👄 Repara;💧Hidrata;☀️ Protege;Black Cherry;Natural;Natural Pink;¡Protege tus labios del sol!",yanbal,Yanbal,460700,119,3800000,753,2755,True,,,
7502284302487522568,2025-05-09T03:34:52,37,MX,350,472,13,28000,#Yanbal 🫦🧡,False,,erivanbau,Erivan Bau,724,347,15900,735,51300,False,,,
7589683859571150098,2025-12-30T16:09:47,15,EC,115,24,7,8115,Mi Favoritoooo 🥰🧡 @Yanbal #bblipsyanbal #naturalpink #yanbalecuador #inscripcionesyanbal ,False,🧡 BB Lips 🧡;🎀 Natural Pink 🎀,narcisa.directorayanbal,Narcisa Directora Yanbal 🧡🌸,3567,10,199500,988,13600,False,,,
