video_id,video_timestamp,video_duration,video_locationcreated,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,poi_name,poi_address,poi_city
7600934828720082197,2026-01-29T23:49:20,12,EC,2803,1047,42,55000,#cyzone  #perfumemujer ,False,"Perfume
Mystic Star",adyperfumeria,ADY Perfumería,1191,158,13000,307,3770,False,,,
7441610793449426232,2024-11-26T15:30:38,100,VE,600,118,28,28800,"Bestie me compre el perfume mas viral de todo tiktok, el Mystic Star de @Cyzone  y es el mejor perfume del mundo Necesitamos que vuelvan a Venezuela 🫠 #cyzone #perfumetiktok #cyzone🥰 #mysticstar  #productoviral #perfumesfemeninos #CapCut #creatorsearchinsights ",False,"Me compre el perfume más viral de TikTok 
Y me arrepiento…",itsanysilva,itsanysilva,16700,1421,320300,391,8770,False,,,
7574217087007182098,2025-11-18T23:50:45,20,PE,612,273,10,21200,"Mystic Star | Perfume femenino de Cyzone ✨ Uno de mis perfumes favoritos para chicas que aman lo dulce y aromas a vainilla 🔥🎀 Su aroma dulce es tan reconfortante, sensual y dura muchísimo!  Recomendado al 💯  #perfumesfemeninos #perfumesparamujer #fraganciasfemeninas #perfumesdulces #perfumescyzone ",False,MYSTIC STAR,luxtor.pe,Luxtor.pe,119600,148,1600000,1881,27300,False,,,
7554940331213540620,2025-09-28T01:07:07,15,CO,10800,2203,178,324700,"Mystic Star es ese aroma inolvidable que todas queremos tener🩷 su olor es oriental dulce y con sus notas de albaricoque, magnolia y vainilla tiene que ser uno de nuestros perfumes favoritos🤩✨ consíguelo con tu consultora favorita o en Cyzone.com #cyzone #perfumes #fragancia #perfumesdemujer #perfumesdulces ",False,"quiero que TODOS
me reconozcan👀🤭;el perfume que te hará INOLVIDABLE🤩",cyzone_oficial,Cyzone,2100000,81,31900000,1981,5804,True,,,
