video_id,video_timestamp,video_duration,video_locationcreated,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,poi_name,poi_address,poi_city
7444712711822331191,2024-12-05T00:07:42,30,MX,508,716,4,31800,"Tu piel hidratada, iluminada y perfumada. Elaborado con óleo bruto de pitanga, esta pulpa deja las manos suaves y con una fragancia refrescante y las uñas con un aspecto saludable. Con #Bioactivos #Amazonicos #Natura #Ekos es tratamiento para tu piel.  #Promocion #emprendiendoentiktok #viralvideos #cuidadopersonal #saludybelleza #manos #crema ",False,"Néctar para 
manos",naturaconluu,naturaconluu,1044,58,14400,56,1032,False,Orizaba Veracruz,"Centro, 62740 Cuautla, Morelos, Mexico",Cuautla
7509216022881258758,2025-05-27T19:53:29,26,MX,70,87,11,8304,Ekos de @natura.mexico nectar de manos pitanga 🤗 #creatorsearchinsight #natura #cremaparamanos #ekos #naturalover #ekosnatura #pitanga #hands ,True,"¿Manos 
resecas? 🥹😭;Ekos Natura
Pulpa para manos
Pitanga",blues_jack,🌟 IreGlam🩷,932,707,21000,128,20000,False,,,
7125132701132279045,2022-07-27T19:13:57,52,CL,148,32,6,14400,Productos Natura parte 3: crema de manos de Pitanga 🤗. Encuentralo en @natura_carocl o www.naturacaro.cl 🤗 #natura #santiagocentro #santiago #chile #cosmeticos #premiererush #perfumes #bodysplash #compras #bellezatips #natural #cruelityfree,False,Productos Natura parte 3;Crema de manos de Pitanga 😍;Suaviza tu piel y la deja fresca 😊;98% ingredientes naturales 😮;Pitanga ;Menciona otro producto y te comento mi opinión en mi siguiente video 🤗;Productos Natura Parte 3: Crema de manos de Pitanga ,francisco_erona,francisco_erona,48500,36,629600,166,6384,False,,,
7595991793213312264,2026-01-16T16:07:43,14,MX,29,3,0,858,Pulpa hidratante Natura Ekos Pitanga 🍊 Fragancia fresca y energizante. 💧 Hidratación profunda sin sensación grasosa. 🤲 Ideal para manos resecas. 🌿 Con ingredientes de origen natural. #naturaekospitanga #cuidadodemanos #parati #pyf ,False,,wendy_mendoza10,Wendy_Mendoza10,1096,1061,7723,168,13600,False,,,
