video_id,video_timestamp,video_duration,video_locationcreated,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,poi_name,poi_address,poi_city
7523656064030772488,2025-07-05T17:48:12,96,MX,62,5,5,6445,#recomendacion #lbel #lbelmexico #cyzone #cyzoney25 #perfumes #glitter #brillitos ,False,"cyzone
perfume que se adapta a tu ph
perfume y25
crema perfumada corporal con brillo y25;Recomendación del día
Cyzone Esika L'BEL ",claudiamandujano457,ClauManRey❣️🦀🧿🌈📿,588,360,11900,194,394,False,,,
7541147734187707654,2025-08-21T21:04:46,20,BO,66,25,1,2501,Perfume que se adapta a tu tipo de piel . #cyzone #lapaz_bolivia🇧🇴 #belcorpliquidacion #y25cyzone #perfumefeminino #cremacorporal #bolvia🇧🇴 #viraltiktok #ypfッ #yptfッ ,False,"COLECCION Y25;Perfume que se 
adapta a tu piel!;UN AROMA UNICO COMO TU!
💁‍♀️💄🥰💋👌;Floral 🌸
Frutal 🍓;Frambuesa, 
Jazmín y ámbar
😍😍😍;✨️ Con gliter;WOW!;✅️✅️✅️
Concentración 
muy alta ;pack:
Bs. 175;",only4ulapaz,"Cyzone, Esika, Lbel -Only4U LP",1140,146,10000,36,479,False,,,
7554573452636605703,2025-09-27T01:23:25,29,MX,13,16,0,1871,,False,,mayraflores316,Mayra Flores,1448,5562,13100,936,18100,False,,,
7539606889420655927,2025-08-17T17:26:03,25,US,9,5,0,1060,#y25 #perfume #cyzone #cremaperfumada #perfumey25 ,False,"Y25
Cyzone;Aroma:
✨Floral frutal
✨Frambuesa
✨Jazmin
✨Ámbar;Ya conoces la Y25 ",zenaidasontay,Zenaida Em🅿️rendedo🦋🥷💎👑,6207,2302,139400,3413,11400,False,,,
